63

0   V0, pass 1,  phi<0.01
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   0      0       0  2     6    0.00   31.39  0.0000  0.0100   26.46  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000010   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.005420   0.0347   0.0047   0.0137   0.0047   0.0137
 15 2 4   0.004760   0.0365   0.0050   0.0134   0.0050   0.0134
 16 2 5   0.003730   0.0205   0.0147   0.0044   0.0147   0.0044
 17 2 6   0.002070   0.0152   0.0049   0.0134   0.0049   0.0134
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 21 3 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 24 4 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 25 4 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000

41  V2 Pass 4, phi any
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
  11 12 -1    0   0   1  1   2      2       1  2     6    3.04   14.73  0.0000  0.0544    2.97  0.035  0.155
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.002080   0.1527   0.0109   0.0754   0.0109   0.0754
  1 0 1   0.045770   0.3259   0.0000   0.0000   0.3470   0.1664
  2 0 2   0.000790   4.1657   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.037460   0.0503   0.1793   0.1479   0.1793   0.1479
 14 2 3   0.019470   0.0626   0.0875   0.0150   0.0875   0.0150
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 21 3 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 24 4 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 25 4 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.000000   0.0000   0.0037   0.0000   0.0037   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0036   0.0000   0.0036
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.006080   0.0681   0.0000   0.0000   0.0159   0.0035
  2 0 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  3 0 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.001860   0.1173   0.0133   0.0043   0.0133   0.0043
 13 2 2   0.004660   0.0983   0.0137   0.0110   0.0137   0.0110
 14 2 3   0.013200   0.0743   0.0112   0.0005   0.0112   0.0005
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 19 3 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 20 3 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 21 3 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 24 4 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 25 4 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000

42  V0 Pass 3,  phi<0.06
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   1      1       1  5     6    0.00   22.50  0.0400  0.0600   26.81  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.083850   0.1979   0.9625   0.1217   0.9625   0.1217
  3 0 3   0.007480   0.2279   0.1231   0.1263   0.0831   0.1963
  4 1 0   0.000000   0.0033   0.0000   0.0041   0.0000   0.0041
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.017430   0.3968   0.4054   0.3928   0.6454   0.3028
 19 3 1   0.021760   0.3651   0.4025   0.3209   0.7925   0.4309
 20 3 2   0.049190   1.7835   2.9543   1.8109   2.9543   1.8109
 21 3 3   0.022900   9.1634   1.3848   0.6554   1.3848   0.6554
 22 4 0   0.005150   0.1251   0.2199   0.1375   0.2199   0.1375
 23 4 1   0.003670   0.1694   0.1318   0.1769   0.1318   0.1769
 24 4 2   0.004800   8.2958   0.1729   0.3468   0.1729   0.3868
 25 4 3   0.004540   0.1555   0.2225   0.2612   0.2225   0.2612
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.010830   0.3979   0.4983   0.3142   0.5183   0.5142
 29 5 1   0.007130   0.3010   0.3279   0.3302   0.3279   0.4602
 30 5 2   0.005380   0.2735   0.2978   0.3049   0.2978   0.3049
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.007320   0.3711   0.7272   0.4067   0.7672   0.4067
 35 6 1   0.037420   1.1641   1.1299   1.1589   0.6899   1.1589
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.012460   0.9521   0.0000   0.0000   0.5172   1.8976
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.026980   0.8472   0.0000   0.0000   0.4671   2.1035
 41 7 5   0.073550   1.5592   0.6662   1.9191   4.2212   5.0476
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.012530   1.7487   0.7167   2.2046   0.7167   2.2046
 45 8 3   0.007110   1.3618   0.3736   1.2304   0.4736   1.2304
 46 8 4   0.026930   1.5332   0.6755   1.6092   0.6755   1.6092
 47 8 5   0.021780   1.1614   0.8771   1.0713   0.9071   1.0713
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.010280   0.8818   0.0231   0.1326   0.0231   0.1326
  1 0 1   0.003800   0.3398   0.0126   0.0107   0.0126   0.0107
  2 0 2   0.003830   0.2544   0.0027   0.0119   0.0027   0.0119
  3 0 3   0.003670   0.1432   0.0108   0.0106   0.0108   0.0106
  4 1 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.011250   0.3945   0.0253   0.1109   0.0253   0.1109
 19 3 1   0.012760   0.2999   0.0162   0.1156   0.0162   0.1156
 20 3 2   0.015610   0.3739   0.0227   0.1200   0.0227   0.1200
 21 3 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 24 4 2   0.001440   0.0691   0.0240   0.0590   0.0440   0.0690
 25 4 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.000890   0.0052   0.0000   0.0000   0.0036   0.0068
 29 5 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 30 5 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 31 5 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 32 5 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 35 6 1   0.012430   0.5343   0.0171   0.5005   0.3171   0.5005
 36 7 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 37 7 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 45 8 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 46 8 4   0.000460   0.1637   0.0000   0.0000   0.0290   0.1582
 47 8 5   0.001620   0.1772   0.0698   0.1636   0.0698   0.1636

43  V0 Pass 3,  phi<0.8 
  L1 L2 L3 mod2 mod br3 br gap totGap stopped nL stopV      t1      T1    phi2    Phi2      T2    Pt2    Pt3
   0  1 -1    0   0   1  1   1      1       1  5     6    0.00   14.33  0.0600  0.0800   12.88  0.000  0.000
 id V L        phi        T        V       UZ      Vms     UZms
  0 0 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  1 0 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  2 0 2   0.079770   0.1331   0.9083   0.1557   0.9083   0.1557
  3 0 3   0.005790   0.1705   0.0897   0.1949   0.1097   0.1349
  4 1 0   0.001510   0.0268   0.0146   0.0214   0.0146   0.0214
  5 1 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  6 1 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  7 1 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  8 1 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
  9 1 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 10 1 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 11 2 0   0.003040   0.0115   0.0572   0.0082   0.0572   0.0082
 12 2 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 13 2 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 14 2 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 15 2 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 16 2 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 17 2 6   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 18 3 0   0.018790   0.4287   0.2617   0.5674   0.0217   0.5674
 19 3 1   0.047060   0.9348   0.2078   0.3750   1.7123   0.7150
 20 3 2   0.023300   1.1483   1.5601   1.6224   1.5601   1.6224
 21 3 3   0.006360   0.3720   0.3431   0.4891   0.3431   0.4891
 22 4 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 23 4 1   0.002650   0.1019   0.1719   0.1764   0.1719   0.1764
 24 4 2   0.001090   0.0041   0.0258   0.0062   0.0258   0.0062
 25 4 3  -0.000140   0.0000   0.0000   0.0000   0.0000   0.0000
 26 4 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 27 4 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 28 5 0   0.005330   0.1562   0.2285   0.2427   0.2285   0.2427
 29 5 1   0.007270   0.2943   0.2066   0.2803   0.2066   0.2803
 30 5 2   0.003690   0.3125   0.1464   0.2790   0.1464   0.2790
 31 5 3   0.004460   0.3340   0.0959   0.3903   0.0959   0.3903
 32 5 4   0.003620   0.1265   0.0878   0.1651   0.0878   0.1651
 33 5 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 34 6 0   0.011250   0.5891   0.3807   0.5628   0.3807   0.5728
 35 6 1   0.011130   1.0995   0.8235   1.0929   0.8240   1.0929
 36 7 0   0.005870   0.1821   0.2984   0.1792   0.2984   0.1792
 37 7 1   0.009750   0.9010   0.4854   0.9221   0.4854   0.9221
 38 7 2   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 39 7 3   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 40 7 4   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 41 7 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 42 8 0   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 43 8 1   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 44 8 2   0.002520   0.2044   0.1057   0.1982   0.1057   0.1982
 45 8 3   0.014210   0.8506   0.1651   0.4551   0.7051   1.1051
 46 8 4   0.000140   0.0000   0.0000   0.0000   0.0000   0.0000
 47 8 5   0.000000   0.0000   0.0000   0.0000   0.0000   0.0000
 id V L        phi        T        V       UZ      Vms     UZms
